lon,lat,sensor
-3.80054788072083,43.47103663328313,7014
-3.865203815615769,43.454736106315835,4030
-3.8652293034655774,43.4547899393433,4031
-3.860421127793743,43.45652803669933,4032
-3.860456499556382,43.456581796401586,4033
-3.832002144325709,43.45564883196645,1032
-3.8318087200323983,43.45587534715788,1033
-3.8317722489770314,43.45646089307195,1034
-3.831913266506786,43.4565589146622,1035
-3.8327635853780255,43.4565527249738,1039
-3.8330100293854033,43.45640686080049,1038
-3.8338238867380334,43.4564459504306,1037
-3.83384798663933,43.45640075310374,1036
-3.8350186673041358,43.45677039124234,1040
-3.8350524060798388,43.45670711464303,1041
-3.814929494279451,43.45487135097086,1030
-3.808231765958518,43.471684912463935,7030
-3.808352677888724,43.47166604913141,7031
-3.817332008327677,43.46090510358437,2058
-3.817493812890993,43.46135416243954,2059
-3.8175875163592705,43.461794703682415,2060
-3.817834481587112,43.46177492892027,2061
-3.8180794821696455,43.461701141820086,2062
-3.817846544840539,43.46147770039676,2063
-3.817678413279169,43.461109726098826,2064
-3.8177163885639422,43.4609923984819,2065
-3.8175027006550426,43.46091288765064,2067
-3.8176427577896654,43.46084885603933,2066
-3.8175671633958963,43.46065130171458,2068
-3.8171632051073225,43.46076224108783,2069
-3.8088184654998183,43.45986711563261,2070
-3.808672785157317,43.460066240929294,2073
-3.808658589069818,43.460021319757836,2072
-3.809061922742889,43.459955436401316,2071
-3.85370800166268,43.44210840525505,5003
-3.853465589330456,43.442533418619156,5004
-3.8525600861006786,43.441675757322635,5005
-3.8523151961177424,43.442100786757884,5006
-3.854929216350921,43.44256750661073,5001
-3.854684466291263,43.443001544332645,5002
-3.8517671698403335,43.441618636146174,5007
-3.85170750869639,43.44168211090476,5008
-3.851479036021735,43.441251604263016,5010
-3.8513920382175026,43.44121623470632,5009
-3.85147037816705,43.4420440503848,5013
-3.8514412281976487,43.44208028478889,5014
-3.852369781958174,43.44044358178897,5015
-3.8517578551265936,43.44025004615271,5016
-3.852982975945638,43.43958359700956,5017
-3.852367349203512,43.43939009220081,5018
-3.8535960261265814,43.43871460556206,5019
-3.8529779352275524,43.43852112240097,5020
-3.853470891585292,43.4384274006912,5022
-3.853386494363904,43.438401017563784,5021
-3.853261488002455,43.43812281583237,5023
-3.8533013753435825,43.43805948778976,5024
-3.854532389535859,43.4385185206503,5025
-3.8544887965245227,43.43858187680819,5026
-3.8546149183014533,43.4388510644926,5027
-3.8550531297213437,43.43873073208621,5028
-3.8557851616097034,43.43929252927651,5029
-3.7985618655036966,43.48161255292082,6001
-3.800295844846392,43.481168223907986,6002
-3.800877112917326,43.48089402549629,6003
-3.8013425345929592,43.48083673886764,6004
-3.801971896262021,43.480553193526326,6005
-3.802897829698739,43.48034860110652,6006
-3.8049098959290353,43.47971315903678,6007
-3.823525120182179,43.452711760164156,1008
-3.8146053033028666,43.456962663149746,1042
-3.8191374490469063,43.45390483417005,1009
-3.827108154680229,43.45597247555026,2074
-3.8265408192255004,43.457606359291596,2009
-3.8209273880449226,43.46004194609344,2075
-3.8092391109650148,43.46072855348377,2018
-3.7970621518703433,43.46253390831686,2076
-3.796985924180725,43.46247140947698,2077
-3.803739529984147,43.46184786070555,2025
-3.8074409970886567,43.46150663162427,2023
-3.8242359581316783,43.46582592272883,7002
-3.811643465839049,43.46941867562935,7008
-3.8116279085876617,43.469364760265506,7009
-3.8056094187058367,43.470100653734804,7012
-3.8088123107751306,43.469789904917015,7010
-3.796693593639584,43.466003135759806,2036
-3.828490958160904,43.46192331998545,3010
-3.8290685631483914,43.461856103230915,3011
-3.824040785491939,43.46319807237875,3012
-3.8245621730742982,43.46308626198768,3013
-3.8215995413241326,43.46394498863536,3053
-3.817022945960629,43.465859681602446,3090
-3.8259998074162316,43.460086454990595,3066
-3.8356091256587552,43.46078200115637,3081
-3.8308243536992626,43.45475696399685,1043
-3.8025901425969377,43.46158580481061,2078
-3.8024905448239057,43.46153247798179,2079
-3.829702835037741,43.46068994662988,3087
-3.8300978583071434,43.460831148519866,3091
-3.8295356038879085,43.46066414704852,3092
-3.8166368535178785,43.470697748934526,7033
-3.8168118882953697,43.470750524463696,7032
-3.8407896789026985,43.459258313581515,4036
-3.840741226127908,43.45924066123254,4037
-3.823416872353421,43.46286040338659,3098
-3.82336842162899,43.46284274366906,3097
-3.793573225029853,43.47176057504568,7020
-3.7935085866111438,43.471734010749316,7019
-3.7939282995441297,43.474234291443594,7022
-3.794030676713774,43.47421557195351,7021
-3.7947384110975078,43.475669350357684,7023
-3.8108067237917993,43.45944784010991,1046
-3.810756168340222,43.45945720289997,1014
-3.810840883110269,43.45932153747705,1047
-3.8102494922841634,43.45891153115453,1050
-3.81047876356055,43.45858575092496,1048
-3.8104000218102563,43.45861332197352,1049
-3.805337413720053,43.47978218294019,6023
-3.804976587121545,43.47933450960025,6024
-3.801848904437806,43.480977257401655,6017
-3.801476300455428,43.480385587153165,6016
-3.798101720364863,43.48150771432516,6017
-3.798600349369993,43.48199946823888,6016
-3.800756585647548,43.48131807091567,6018
-3.800384108988514,43.48073540052645,6019
-3.803031777510815,43.48000549767179,6022
-3.8139800808915862,43.46158632893383,2003
-3.813940350680939,43.461757693660225,2002
-3.8139468932615173,43.46178466001913,2001
-3.81401500509749,43.462162356179086,2021
-3.814244640769943,43.462232755638496,2022
-3.808462644711798,43.462570925639845,2041
-3.8084127698357593,43.46272435153762,2042
-3.809010557175584,43.462963239939384,2044
-3.809459508342364,43.462608894523534,2080
-3.809698582776827,43.46255317595502,2081
-3.831807518538485,43.4606566465157,3007
-3.831120413669919,43.46085073341864,3008
-3.8344895151160396,43.45478430013786,1044
-3.8338990088953167,43.454986703167904,1020
-3.8338862787658297,43.45495978305075,1045
-3.8291934054178505,43.45778524907514,2005
-3.829453448183457,43.457819380270195,2004
-3.8309692338260715,43.457484219321614,2039
-3.826860775801198,43.45668560577261,2007
-3.8272118437804736,43.45732237299824,2038
-3.82669372781634,43.4573981546216,2006
-3.8269361119328624,43.45849492837016,2008
-3.822031545869677,43.46052024631393,2010
-3.8221460811264554,43.460762539250624,2011
-3.825729202772272,43.460457586248985,3038
-3.8243591461563664,43.461791105510464,3040
-3.824094581897537,43.462153184948676,3039
-3.822926082803729,43.463314152027976,3052
-3.8224732227577007,43.463830655855126,3051
-3.8220277298966487,43.463887885281764,3050
-3.821359797602747,43.46495519326117,3014
-3.8210358701233984,43.46403908052205,3018
-3.8192316727578435,43.464637301193,3019
-3.8192518150921955,43.464664169793544,3020
-3.8132738642089756,43.46755220492181,3022
-3.812566027727463,43.46759325452398,3021
-3.809553659827054,43.46753358335932,3060
-3.80902075503353,43.467528350834286,3059
-3.808332792083865,43.467019971147145,3061
-3.806085591570386,43.46704483975812,3041
-3.806133563007121,43.46730562635316,3026
-3.807220301439147,43.4672169207581,3025
-3.8015896225881467,43.467724756698615,3028
-3.8150191779287255,43.4550147809002,1011
-3.822637563853673,43.4663776917527,7001
-3.8242763703737555,43.46588866153076,7007
-3.8231807143523855,43.466409799959756,7005
-3.822756536475035,43.46603467223898,7003
-3.822733324286128,43.465872761807056,7004
-3.806796796611148,43.459449191075585,1029
-3.8298630556184774,43.45758229604125,2045
-3.80930581618807,43.46146643497485,2046
-3.8166296895721703,43.466033572676956,3067
-3.802952486413347,43.46748108242178,3065
-3.8541752006012295,43.45528724902746,4002
-3.8539412983829378,43.45544206945642,4001
-3.8512593876660395,43.45625444676029,4004
-3.8512324230073895,43.456182612986616,4003
-3.848753870580225,43.45554372271857,4006
-3.8481405885580524,43.45544022156729,4029
-3.848104369930688,43.455413477263505,4009
-3.8481082395364057,43.455071284539976,4008
-3.8480803983447944,43.45493642628837,4007
-3.8482397653158933,43.45714130136898,4010
-3.848448260725503,43.45711274154683,4011
-3.856459670211091,43.456971975995664,4016
-3.8563706832938767,43.45697264249491,4015
-3.85650889146401,43.458007103163176,4014
-3.8565928089885926,43.45799747022123,4013
-3.843080041120565,43.45978170774553,4017
-3.8430852202087644,43.45970963507825,4018
-3.8577129587373697,43.45740379298101,4020
-3.8575809678896538,43.45742279161996,4019
-3.8543532662102535,43.4580142256504,4021
